N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
24.171410323398035,38.0477712217792,82.07567356672331,19.525038481111437,46.965377796255744,7.217344274712774,12.323988376991384,Maize,0.84,Chickpea
79.07486005212722,49.182124429297964,40.91341566411273,32.62293050599982,77.96279904901537,7.753527043868951,272.220506203296,Rice,0.42,Sugarcane
24.28087981930149,42.048399966980284,81.91761917086986,12.868602213542177,52.58680215715879,7.7897960144440495,49.68786714030077,Maize,1.44,Chickpea
27.44619673075018,31.088677456265422,75.39289846099774,17.71932208876502,52.5310864846721,7.455877404900083,37.5361732080007,Maize,1.77,Chickpea
36.67014018696652,74.87779144065642,20.133710572381567,28.12806190268034,65.62303241405256,6.290364002285161,65.17994547001332,Rice,4.94,MungBean
29.594173427577786,63.75020613064242,15.58143600095516,27.11579545228527,64.91414831420963,5.5953558938805275,70.60832339404602,Wheat,0.64,MungBean
85.23049284217296,44.9113866101672,31.91149719407705,34.58818785302875,67.67582486601486,6.8055990858974775,264.90137384873265,Rice,0.39,Maize
33.7504762189837,62.37391206935249,17.18165819258598,26.21175258409991,69.65943219415759,5.923243847427981,55.145018576646834,Wheat,0.24,PigeonPeas
89.40669417909587,57.63804690868288,51.569762958054106,31.602560228272193,87.8810102325819,6.668203290754233,276.88270373719973,Rice,0.27,Sugarcane
17.854829733009186,47.55086212176832,88.12841756157994,10.663723151027783,51.436465705898314,7.71677419576964,11.681479405657505,Maize,0.1,Chickpea
38.030068012360886,24.419115966115722,39.021982520536554,14.677229447238549,55.27580787441028,6.3195293635203145,11.620080648103418,Wheat,0.46,Mustard
21.96207973759048,77.26680972970343,15.055655386757518,29.393843239375265,52.201481379355876,5.698905378002989,82.69121087034853,Wheat,0.53,PigeonPeas
28.143099876680598,27.008639888658724,39.82934691765664,10.768359682238808,56.45473894481939,6.996061207535634,10.741790343539925,Wheat,1.87,Mustard
83.40681965945305,55.10300597242135,38.85091419003314,30.816555228357462,66.4759637280226,6.9920243836909775,284.88807251709636,Wheat,0.25,Maize
65.82040057727463,37.123928245957785,46.700934900271754,32.79582628940496,79.98803640898362,5.543132117079703,200.07779252484747,Fallow,0.46,Rice
39.62643116514018,72.26898720866345,18.87346904272035,29.050101308094142,56.158577828282596,5.966933751659358,63.19070181401241,Rice,0.61,MungBean
71.82558528718563,55.90414481545835,46.95378780456928,32.069401241886965,88.50710124616539,7.6383797256481,209.78174745020848,Wheat,0.93,Sugarcane
86.85612766324347,46.11967513962179,37.6724923093361,11.976783510289419,77.6490388762519,7.066530791508055,17.785880742580773,Rice,0.7,Wheat
81.49795341988475,48.489581927856484,53.94635388464329,32.3631755852677,75.54159855826805,6.172892647650836,202.6571664640884,Maize,0.59,Rice
22.944054321582204,62.9951183602248,19.666951729978855,28.832395229000625,58.95285850840534,6.39782635749482,68.45154461299832,Wheat,0.14,MungBean
38.370574565928834,37.87158172455164,34.282372764275635,19.050333669988284,58.295634837555966,6.067559114898619,40.883383517130426,Maize,0.9,Mustard
90.5548517229091,44.37465798001049,23.83018448957184,12.650463688937142,66.2167419554855,6.084161481400646,13.616810163306905,Maize,1.54,Wheat
31.897423502964145,77.96517439636168,21.184122932265446,28.213574934607294,65.13496728648617,6.017701628746907,89.64788505816287,Rice,0.8,MungBean
19.052627186518436,32.82785774300092,83.3128446068685,16.75269435347232,54.98784321420035,7.5892533425023165,18.73258711858913,Millet,0.36,Chickpea
82.59503949161613,57.61806432443806,43.13879525476194,29.23971372129725,75.2779020584046,6.268356189963516,224.85446322070703,Maize,0.39,Rice
39.31245171429865,78.06051241945227,23.41851432385787,29.863428174125474,51.15432791895187,6.2676132134341485,58.42841523600879,Rice,0.79,PigeonPeas
80.0367301221121,55.87734138322354,58.25186769671072,29.300174961955168,80.13654237956965,6.589766104525983,200.01600407238504,Rice,0.47,Sugarcane
36.52214713056594,61.407479509860224,22.92241919063551,26.857834568242392,56.50211208898183,5.651017412590436,79.62472646809562,Wheat,0.2,MungBean
39.91727456731324,66.96408986010657,23.52941441423181,27.435464538355717,56.88398066388974,5.666051355667005,50.818419905379464,Wheat,0.46,PigeonPeas
80.9491873830355,40.03482510828995,45.6898877008407,29.76948735342294,86.66480843520239,6.957726730808204,263.0907101887137,Wheat,0.43,Rice
27.80044589931099,66.13492890725372,18.45187654412896,29.358779075557507,54.31888587927514,6.136781740855245,99.87080769715323,Wheat,0.12,PigeonPeas
94.6878846385798,50.25433115181342,20.936784185121667,17.202899774021077,61.187937382614194,7.4146262348680585,47.54762673835186,PigeonPeas,0.64,Wheat
23.051889177882952,73.19770214039875,24.588555317627634,27.712089067207998,59.044008610404916,6.236414231168715,74.21212043299627,Wheat,0.14,MungBean
29.664927964571348,64.94916841065742,20.599772713132445,26.699748801631877,69.9843177311406,5.652421412626574,58.84512440741174,Rice,0.34,MungBean
84.68886525025519,51.18679281648258,23.32134425662694,34.313159206497104,68.37419348541442,6.891377009209962,266.6709465236907,Wheat,0.72,Maize
73.41058226838551,42.64924405002458,46.7089549006494,32.73664182423175,78.34699993457926,6.7337205506889175,273.96317045745786,Wheat,0.45,Rice
74.74227779074366,47.96955365890206,50.834728255107,34.94020177917855,87.51816809383027,6.065504308962427,224.39237989735165,Maize,7.44,Rice
39.663171266331744,65.03106220045622,18.23417956533784,27.02605637430593,54.949762601889425,5.707735049716727,87.49687817294593,Wheat,0.26,MungBean
34.26143535014771,70.73930657088127,17.305837770458677,28.567761290189893,69.2739076217436,6.091853947140889,99.54376329774739,Wheat,0.66,PigeonPeas
83.59598791481855,47.775931780800406,45.05474810526395,30.630332859529673,85.81631902628115,7.9346755589085864,243.419863339085,Rice,0.94,Sugarcane
64.23600821682948,51.75032350808354,40.82907689929203,29.275529524027803,72.6040063752702,5.8893251911337225,237.18361391878153,Fallow,0.53,Rice
21.700646925656415,48.51134030368894,72.52540263376211,19.413356659273823,50.0830685519476,7.254217620303928,25.608348262257298,Millet,0.68,Chickpea
29.970622268682583,38.73798455587352,71.23059011317768,16.292763839042394,49.58821863244584,7.548925263874894,47.65031412383444,Maize,0.88,Chickpea
75.63554699776252,57.773766823462275,26.07864273242613,29.18266747726627,62.04232020497772,7.488462093582763,262.8088670293823,Wheat,1.14,Maize
23.807200254226185,66.6203519762813,24.80095519715792,27.64168598709023,52.67260152306634,5.913632707268702,86.52944656622586,Rice,1.62,MungBean
26.57348686447811,41.57205437763365,81.98494281627438,17.34076225228427,55.80999954528028,7.333159238953742,15.099385212045412,Maize,0.73,Chickpea
87.19462292796183,55.89378143417085,31.73637704621332,16.857536295912787,71.18408077746776,7.430756984145262,29.483872814328592,Rice,9.89,Wheat
87.88669079260183,52.601337399765725,31.060043128061768,17.42102262166899,65.96069414338169,7.0783357785404455,43.92102525094852,Rice,0.89,Wheat
39.60347905346536,69.67274542987039,17.26321224064785,26.151706141579723,57.31154261587969,5.624725655873441,82.13033287462537,Wheat,1.09,MungBean
24.5791752724012,36.57197792226099,37.96496436435285,12.751998530628358,69.95353674285579,6.07512858738361,47.89974913015585,Wheat,1.0,Mustard
78.12315590805508,57.202944842716526,23.90007798579866,31.292506190177484,68.23348944446248,6.811870550054488,292.5004908972445,Rice,0.93,Maize
93.88552560110935,47.21482106138336,38.247536262729874,32.19940872008499,79.42337576990977,6.929513148037364,215.27649876424093,Wheat,0.43,Maize
70.70264209546113,50.03840778405628,55.11880429463559,32.454686920464056,81.33307650636942,6.627386932057724,256.81886710860124,Wheat,0.23,Sugarcane
79.37017891919612,41.87296644783404,49.26257010154505,33.330620550423745,87.26109447826038,6.45994075213558,235.13511936221485,Wheat,0.52,Sugarcane
38.55452940864935,22.987848404704458,31.029543091412407,12.748793525385741,55.99310521484572,6.910191211319764,22.30860602128915,Maize,0.86,Mustard
80.44259454056854,47.729315847923324,31.832541340882123,15.320785689184973,69.59654385392318,6.399677040804006,30.425527883126506,Maize,0.66,Wheat
77.17163790149634,48.70400332259754,35.881343186341745,30.727431792404207,70.13798269146585,7.054838799876368,217.64772716416897,Wheat,0.3,Maize
28.08140266651563,42.79694685643777,70.19666635553973,10.266401654916212,43.03672191754643,7.492317121528701,10.630672127214424,Maize,0.16,Chickpea
79.1508769770712,51.21730918032949,59.600798984160285,28.717369454296737,85.28508242502619,6.019839268268975,231.9695223277958,Rice,0.15,Sugarcane
72.64295873843261,47.397292495894646,53.88986779788091,33.23102380831605,83.38521876378229,6.233951691661645,260.211506318809,Rice,0.47,Sugarcane
90.114739356238,47.45684394273961,26.444325247045324,33.326458577858794,65.46205171718589,6.081886761890905,274.14871898068986,Wheat,0.52,Maize
26.564199190219245,32.41485460883483,81.25088420860915,12.467399026647644,41.22552995687856,7.528729332976293,18.278266031679735,Maize,0.19,Chickpea
77.1339234189173,42.33040009475491,42.79411627055792,33.107990253524285,76.61480510201392,5.697380886477475,252.51158542380455,Fallow,0.25,Rice
15.553456330498031,32.370455662514956,72.70999996770877,13.143353523637632,58.26418945451939,7.854479590634808,15.903699192330123,Millet,0.97,Chickpea
38.02037932606481,76.57731663767568,20.92673653261952,28.167006039851785,58.90890826976297,6.448665547984204,82.44455291506969,Rice,0.27,PigeonPeas
90.80679672304021,49.51528964431811,37.915810014777335,31.38033171446819,60.608193116056526,7.305402880510007,296.5045350306764,Rice,0.31,Maize
71.81310900273769,41.9396186940264,58.015935855662036,32.400403072050395,81.45231866891974,6.949331333869475,286.6834581268015,Fallow,0.94,Rice
86.67787310803158,56.41465662402335,39.76887175344477,30.33085295076752,64.2493106377768,6.81052703371386,270.1772090378419,Rice,0.62,Maize
87.81951694314424,55.65972796109497,47.4665753855269,31.29267491504518,89.37957371791637,5.792864038356791,225.01354367911938,Maize,0.84,Rice
15.16878965065009,38.820044741176176,85.37192386442871,11.158631648690783,55.52107792277005,7.826691889991934,25.96192664043287,Millet,1.02,Chickpea
26.571715698930642,64.31756756201045,19.19481068817181,26.41420057503133,60.831235737256044,5.92466043037393,75.23271189508971,Rice,0.78,MungBean
30.33613078494143,64.20218728838962,17.266733614642348,29.81013255875922,66.86297757813396,6.102316403205042,82.09988086369373,Rice,0.65,MungBean
31.04300606841673,75.59265807536806,23.913888093975046,27.33101640313952,50.161599403630476,6.176966683843729,96.15826884280281,Rice,0.6,MungBean
23.404517855797202,79.55239786268487,22.256118188294447,25.452423474941522,58.519122065819914,6.0227906748741304,96.56512028046963,Rice,0.54,MungBean
82.1048292741442,52.01453509560721,24.135812195395168,11.490733020157482,63.533806613297024,6.957673115590408,35.490436985997334,Maize,0.27,Wheat
79.70352180889549,52.97971640256239,51.99503680101923,28.87580439098479,80.41394773969901,6.798959297580263,282.8580269271474,Fallow,1.37,Rice
80.48006378162583,41.43356011736375,43.119032571355014,34.91850047354216,80.78528843704841,6.715438301199648,252.34334720099847,Maize,1.69,Rice
84.39878934050401,49.31548331904425,24.473215440929906,13.017038549139627,77.46664195522153,6.807160665845933,31.770699032449805,Rice,0.75,Wheat
29.88177411653418,65.01167228782595,18.73610958732803,25.841732266840317,59.80649392190614,6.231751035538107,77.35990186791857,Rice,0.72,MungBean
79.96952991879863,54.32453204186901,27.10897886619364,12.362889861885812,63.415047530163406,6.890696956912675,13.614618275485348,Rice,0.99,Wheat
82.11559059803558,51.317544723825364,50.21502972998628,31.998776089567595,81.4967444696224,5.703012484448936,296.3031585178523,Maize,0.78,Rice
21.798580518883657,35.5266523317038,35.952451229230064,16.15569282815713,63.02793377187972,6.761539929211696,47.09621089239151,Maize,0.67,Mustard
37.937268365356466,63.259605480620266,22.818469830238776,28.605131718607588,68.87924048543948,6.4975871034786605,91.32471538897683,Rice,0.42,MungBean
75.68729782156566,52.463598658135965,24.354732252697026,10.733518735495691,70.57061683632324,6.419792852288559,33.89466121998694,Rice,1.5,Wheat
19.414416459138582,45.9864849301365,87.53123030676211,15.89651208243079,55.458675466104765,7.868246797499952,12.888608967619145,Maize,0.61,Chickpea
24.6713893823788,35.85828263493809,82.68872727770355,10.352366897397179,45.959754439496805,7.13542610583756,43.158404553787854,Millet,1.7,Chickpea
22.669310765707635,30.833090291602385,70.20438089767866,12.240671501848318,47.08822992269761,7.167574453768979,23.6271346002508,Millet,1.91,Chickpea
19.60899026252902,30.51346282390895,84.49773524172764,15.541354448490562,44.00135706362073,7.60544732764168,14.896133241823858,Millet,1.39,Chickpea
27.898058958331582,36.026048436694154,23.949075890753083,16.01486144741082,52.220795452994544,6.123557486385399,31.519809822698747,Wheat,7.01,Mustard
88.85525692501884,42.32950523933146,42.862918396123185,28.63335281317897,75.53328969126636,6.129362800524264,256.84653467086935,Wheat,0.15,Sugarcane
26.304046386390585,34.399383872966254,32.217521174724375,16.443444689519453,66.84295394246293,6.077651130404428,14.358471229582609,Maize,0.94,Mustard
86.01782282638538,50.083337977198234,27.622663529893018,10.231306033131384,67.40392804573166,6.57901526031309,28.17770863796907,Rice,0.84,Wheat
22.61182640330704,33.113082631201365,88.55748580471516,14.201221823310464,57.91532287028802,7.623114337054333,31.72692403152983,Maize,1.29,Chickpea
30.432893213691685,70.81298260503577,21.75196513872894,29.8727018442572,66.99698223726621,6.345030766388526,80.95112390891913,Rice,0.1,MungBean
20.9863096909802,65.89486160447437,22.98022037127827,27.560438456813632,65.63763668254407,6.061601027456836,79.11408426333665,Rice,1.19,PigeonPeas
101.18610572328768,55.485582301898646,22.847909556360754,19.37964930957756,64.4340616751797,7.222037533924905,45.80982167327636,PigeonPeas,11.85,Wheat
74.03525218458826,58.952841250603086,59.19765100183433,29.588090472034086,71.31964741913686,7.4854640483220205,241.30460175973323,Wheat,0.19,Sugarcane
75.44925663126972,59.82569721025091,24.727424383294878,17.548793209025312,74.01763304569401,6.053825155408764,40.76809337121993,Rice,0.79,Wheat
85.51623289841153,43.033647627231424,22.252812265124945,28.5475934419483,67.23946450727178,6.557675920797356,238.93902876721705,Wheat,0.16,Maize
93.10169047733847,58.11615660623589,24.38120742265258,32.12186037602678,79.39614746254593,6.325686670320667,236.59958642845356,Rice,0.9,Maize
26.269966154342775,66.80040722324897,16.013208862221532,28.779800694132557,55.42096122725085,5.561933010971416,68.02096485809284,Rice,0.77,PigeonPeas
71.856715210789,40.88413621283623,59.13287243551861,32.12307895101007,89.0644312628259,6.537370057997705,220.6897405054478,Wheat,0.32,Rice
88.55144248613041,51.60225385062958,40.5323981912915,28.320876568897656,86.65393501143757,6.474410423308411,285.35050239902154,Maize,0.8,Rice
73.20670366093783,59.27283652893977,47.313262567942445,30.493992266604288,83.98464024883646,5.970837427036897,270.1226050049261,Wheat,0.83,Rice
80.254399458538,51.01592546118422,50.87386141009779,31.407705859618726,81.2435634634222,7.567345068948047,255.27776448120437,Wheat,0.7,Sugarcane
36.08721031957046,75.95622182870068,23.952902191700765,28.016852795196357,62.98221698593565,6.3265222392351435,79.36748424070747,Wheat,0.23,MungBean
39.05627381526171,76.71397169799782,23.91617944924854,28.992655068720513,52.308000601295085,5.933228395922807,90.90912057568951,Wheat,0.27,MungBean
29.87035556990739,66.45802531885475,16.69005032023857,28.783149902709255,54.771909217554466,6.126047099216091,91.89155317168179,Rice,0.59,MungBean
27.65628395842713,45.01503001038342,76.59114112696503,10.968009011738422,52.73892399970751,7.702139258771789,28.10969036845025,Maize,0.42,Chickpea
76.03428471115244,56.426601663942385,29.464624286278564,18.57811148336368,73.6566230405235,6.540734988721942,49.09472833483649,Rice,0.79,Wheat
27.31779115363687,31.998697763551608,89.80703539023263,18.153477578371465,52.40440208343621,7.462485117216422,26.235591911921496,Maize,0.16,Chickpea
70.12680498770787,42.436481040861274,53.841271445603475,30.450559580941174,78.88712993497276,7.10138452008603,285.18066292636877,Wheat,0.88,Sugarcane
27.062468784508866,63.83146369213409,21.178988723400398,27.056939604533053,51.35238921676181,5.741971783852928,59.67969583159964,Rice,0.73,MungBean
28.859686232581673,35.92247671616509,70.06197986829267,14.036527824834003,55.67702060890001,7.5241323102188895,40.38512657672396,Millet,0.64,Chickpea
82.97330278527488,56.184078781583665,39.9162500786246,34.03122582537661,61.10736996745907,6.760635737929711,231.34395197473899,Wheat,0.12,Maize
34.2098801393592,27.402110064278023,33.2381923237818,11.061888032140397,58.029152516441194,6.0702978788612185,34.27344201415859,Wheat,0.11,Mustard
90.40025025218694,45.3927292576652,32.55343055479594,32.412139858312045,60.96316859505015,7.302019047833787,219.8118075463095,Wheat,0.65,Maize
26.02138492024592,31.282745406831573,86.88891368450358,11.627579690683882,40.86043589746475,7.966982050443204,24.52218418739657,Millet,0.34,Chickpea
97.12597005886164,46.85309524428896,23.628998313665438,18.589389198752276,65.94611239516479,7.156776973730194,24.597000159949832,MungBean,0.65,Wheat
85.17730867405174,41.84188217904056,43.10020203192602,31.422088616419458,78.27260736441185,6.873040992330124,279.3504274109716,Wheat,0.5,Sugarcane
20.434510128729837,60.47693716749857,20.979894121654638,28.74898246904861,51.10111313965276,6.19340860982265,75.91418725102034,Wheat,0.81,MungBean
38.52808484019304,60.46326815912578,24.721645027218035,26.17391062561766,60.78157253738205,5.594029616227906,56.25927949028059,Wheat,0.47,MungBean
21.292858527244004,74.81800413406621,21.528912073523948,28.983266115798898,66.42392435794468,5.874397337935012,92.61817640818094,Rice,0.53,MungBean
76.902052038211,59.993061638207486,42.940454569706,29.512114368858487,78.12792014294735,7.283207062478189,245.74589756809024,Wheat,0.98,Sugarcane
25.919824762750732,74.31284661123199,15.966131452261548,27.807724122505665,63.17791696218357,5.591147892516961,74.79202304159541,Rice,0.72,MungBean
37.064834680058354,67.23787490795596,20.732960239424578,26.393060238512756,66.32740808823289,6.321379530768879,50.9494795896197,Wheat,5.42,PigeonPeas
31.46871731763631,39.495536561771004,29.99079494614365,16.827045221587998,67.37234486942064,6.751943248354108,19.884504857918543,Maize,0.82,Mustard
92.71183280904265,42.933599292093305,27.783582886271454,32.95101597257286,66.37617639007006,7.185710416872727,235.19853399832942,Wheat,0.91,Maize
28.7986569112401,76.83195413710548,19.081439213158404,27.06503314843521,66.89415597054492,6.07407393635807,95.88264009512059,Wheat,0.25,PigeonPeas
23.46674137505517,28.69832197713353,22.737507136595426,18.507154197934454,63.40244480433341,6.27016042282079,36.295743866890696,Wheat,0.93,Mustard
75.40766330397379,58.69167408131604,47.12903631268539,28.15310377116421,80.47602135683081,7.93584565801717,210.57245743728515,Rice,1.89,Sugarcane
77.56199161335316,43.32248966028593,44.00218430059641,33.733066596124395,77.99790950910986,6.526738098618311,283.0456976091484,Wheat,0.89,Sugarcane
74.5501185957552,47.140508971459646,40.59874436825423,32.60521239455841,89.69868552669315,6.632955117281627,216.09033277003093,Wheat,1.45,Sugarcane
83.75274968586413,47.70999708007748,22.74492736051598,30.315435884314248,61.62634422616365,6.2349628048447805,283.1587603339067,Wheat,0.82,Maize
33.57116913591254,68.82954372869042,19.889724471441376,29.247062115114034,59.739075128180204,5.747312585550285,96.30511870124386,Wheat,0.69,MungBean
37.64385128825339,71.16332813909142,15.31783717037225,25.214250072754375,60.638619172401604,6.244222999994581,95.34402663481131,Wheat,0.18,MungBean
33.30602045629739,73.70945542314772,19.579577375298907,29.849984658133298,52.58553348986483,5.924657826655258,59.533506351016506,Rice,0.51,PigeonPeas
77.6021395611576,50.983032458576176,33.357743775365364,14.908626145798085,79.67193969342787,7.2547724201455255,47.04101681889739,Rice,0.9,Wheat
39.32962061132163,21.70341596249766,35.42031308613788,12.356265697398353,68.4743548945715,6.3851753761150665,34.43654305508953,Wheat,0.31,Mustard
21.82974278646746,69.4967065643988,24.804943693804642,26.04309216774036,52.44615554929038,5.825468177224899,91.89320025961455,Wheat,0.88,PigeonPeas
33.9490660784559,66.80920086205155,21.00135100751436,26.1958118832039,65.4161898913313,5.538152242664629,52.920118465142735,Wheat,0.65,PigeonPeas
33.068754962913985,76.23386523480514,24.707154423665745,26.79674122928153,62.68119413711242,6.377395335040195,64.66858016328995,Wheat,0.99,MungBean
75.30726299020188,43.138011972107776,38.94208527806137,32.17144065372021,67.9791000211984,6.624103196379271,295.95472376862205,Wheat,1.23,Maize
92.87574770980534,54.14716305903196,22.081864642084707,17.29162537496303,63.47687143997138,6.693818117190214,47.10394405957942,Rice,0.79,Wheat
23.6444779638177,41.8004701571593,71.62110421822072,14.779937580027909,51.77722241561745,7.053840990758476,45.200761232450915,Maize,7.5,Chickpea
20.877574627401653,25.554981325930868,33.855843754670104,13.51710561393682,53.92334264848585,6.196477627558898,39.84652934862083,Wheat,0.48,Mustard
26.25805162888073,70.9230417478396,20.2215540909242,26.394007574319506,63.64305536097557,6.122932759602544,55.04764187371386,Wheat,0.19,MungBean
85.96273038029827,51.271821814950556,30.586656057014903,30.612264145488854,64.27955998632078,6.7284661375204635,218.38685258579397,Rice,0.4,Maize
36.076840970843975,77.6122337137823,18.549108595553573,28.15459507424544,60.200807001324,5.567399083237976,76.50402910433546,Rice,1.46,MungBean
70.14862048772191,50.18948372316969,53.38660587949058,31.917585238948515,82.68709997724193,7.7756244347612125,220.2857313591011,Wheat,0.47,Sugarcane
21.160063944272594,38.58687520187283,37.837282545187186,17.76327895195886,65.56442509329604,6.663498520432233,37.27480491371859,Maize,0.94,Mustard
78.33654778183508,40.071903930678495,24.88989708026093,13.885160574677403,67.68971305617387,6.814548046237762,23.414143761173882,Rice,1.52,Wheat
26.48387394740675,67.45051793749602,24.45884908431481,28.199844225265103,68.34096930302424,6.162177023781869,80.6006727328732,Wheat,1.77,PigeonPeas
72.01718462946711,50.37090429462687,41.17213318254636,29.934540422787713,83.90302723457816,5.744146566272637,237.30876488900236,Maize,0.11,Rice
94.0120860692192,46.136282552479486,31.42633011988043,14.979405207645632,65.31227599736158,6.111321176924309,36.029046609918886,Rice,0.8,Wheat
75.48472503472837,57.70730531697629,21.672961929604817,28.60413082549927,79.30225792925438,6.437491470032356,211.14647380587738,Rice,0.12,Maize
78.37870638993411,55.690560634986596,54.040394033424896,28.932115084238017,86.69609734741644,5.740092894176179,269.24476423988887,Wheat,0.27,Rice
34.84437998570449,67.66445898157015,15.496302206147007,26.785782220339005,56.50450305184669,6.380321527278914,58.46043271178987,Wheat,0.59,MungBean
79.65488658480146,58.1573905559431,40.8569133891602,32.788902511913584,78.85923058392387,6.130220774392054,211.61519884307083,Wheat,0.19,Sugarcane
81.06467620616813,40.84037060629345,38.70169490507225,34.76725519900297,74.45863574231956,7.4093171039188945,203.4939973674998,Rice,0.82,Maize
18.686689160427584,38.76777144397874,71.55244107954071,19.79386608200445,40.62359128410096,7.6258024346525985,30.627330082058776,Millet,0.4,Chickpea
24.398738037434846,73.09090811215871,20.236500032416007,26.63439924528321,67.18542524293422,5.526178609752168,83.44587145919209,Wheat,0.33,MungBean
72.19285567263283,56.84539234792115,58.013354417660835,34.90641325371461,71.35614002570944,7.917603502486457,280.35098556271544,Rice,0.63,Sugarcane
20.76180013448938,31.678417674983102,89.89498627911615,17.47835467834014,46.57779622527814,7.330192005673147,30.176092910502277,Millet,8.49,Chickpea
80.5023434051201,56.58098027651784,41.92872582697541,30.860375263985695,84.57719272340063,7.283438460984707,256.9606540621047,Rice,0.64,Sugarcane
64.47864761187398,52.662108915125884,54.58008795094132,32.38730646940514,79.93417752102326,6.038872359978504,248.31218037717088,Fallow,0.24,Rice
96.92428914035536,59.56772346087732,34.485571113111575,13.252046138357198,60.49515124014549,6.001240908490986,17.5104002737513,PigeonPeas,0.44,Wheat
28.477406302930397,43.82594658135391,73.5093912587783,19.40099172891199,42.31645716211959,7.248060297206672,37.542840072950675,Millet,16.67,Chickpea
19.96587847672872,46.06369261960507,70.73735971507656,10.93698901792587,44.98556653638411,7.5467460117313685,37.07347190616153,Millet,0.43,Chickpea
29.562496530139263,66.22838095043856,19.216565216095546,26.686665495420083,63.03927059304594,5.5033977948715975,88.98426048512215,Wheat,0.31,PigeonPeas
34.11929722954983,74.68979393304272,21.561136268073707,26.806441720473938,56.807497210173715,5.8507202154123945,85.38541974188868,Rice,0.4,MungBean
78.41420165945115,53.42478365840232,26.13934309273133,17.305840765323957,61.982292208915744,6.359472122723929,48.82479938114281,Maize,0.98,Wheat
15.189697400441814,41.49930141509867,85.01654236530392,18.767151413622845,41.29473518586642,7.142454349858864,45.17445175376908,Maize,0.89,Chickpea
92.1213380841591,41.97293455659612,20.056362138348124,10.98195381317791,60.61745970116351,6.871700494945798,33.61687986598925,Rice,0.18,Wheat
75.82833568543123,48.821501141234954,46.21542033093924,28.632261140274515,73.58962703011748,6.990715797761891,232.20801175556403,Wheat,0.26,Sugarcane
91.56241616901585,43.87634776783016,33.73739218719611,11.237357075699919,79.16777221884975,6.818738934310547,19.237509536245888,Rice,1.53,Wheat
87.81132891833073,57.6319893946962,23.734608465098056,14.723677499405518,72.60696597143341,6.027641022219883,27.126967150910577,Rice,0.62,Wheat
17.33862913447593,38.61721028336405,82.3694396139513,13.29037753638197,54.851028824616655,7.649093466208354,42.64016293977527,Millet,0.95,Chickpea
79.40888154336614,46.52590446687976,43.33644699387787,28.3710775382915,71.8243202878746,5.802074868315425,271.1540602055071,Wheat,0.84,Rice
72.45660484628367,44.472329151594195,48.96703224453999,32.10391410982993,78.74519535005979,6.5570108249014165,205.3855656692729,Wheat,0.35,Rice
80.95711223241636,57.6262631401617,27.68053413137165,16.63543693681723,76.05287622253171,6.186894692169758,28.675191258188306,Maize,0.49,Wheat
